Date,Close,High,Low,Open,Volume
2024-11-22,229.87,230.72,228.06,228.06,38168300.0
2024-11-25,232.87,233.25,229.74,231.46,90152800.0
2024-11-26,235.06,235.57,233.33,233.33,45986200.0
2024-11-27,234.93,235.69,233.81,234.47,33498400.0
2024-11-29,237.33,237.81,233.97,234.81,28481400.0
2024-12-02,239.59,240.79,237.16,237.27,48137100.0
2024-12-03,242.65,242.76,238.9,239.81,38861000.0
2024-12-04,243.01,244.11,241.25,242.87,44383900.0
2024-12-05,243.04,244.54,242.13,243.99,40033900.0
2024-12-06,242.84,244.63,242.08,242.91,36870600.0
2024-12-09,246.75,247.24,241.75,241.83,44649200.0
2024-12-10,247.77,248.21,245.34,246.89,36914800.0
2024-12-11,246.49,250.8,246.26,247.96,45205800.0
2024-12-12,247.96,248.74,245.68,246.89,32777500.0
2024-12-13,248.13,249.29,246.24,247.82,33155300.0
2024-12-16,251.04,251.38,247.65,247.99,51694800.0
2024-12-17,253.48,253.83,249.78,250.08,51356400.0
2024-12-18,248.05,254.28,247.74,252.16,56774100.0
2024-12-19,249.79,252.0,247.09,247.5,60882300.0
2024-12-20,254.49,255.0,245.69,248.04,147495300.0
2024-12-23,255.27,255.65,253.45,254.77,40858800.0
2024-12-24,258.2,258.21,255.29,255.49,23234700.0
2024-12-26,259.02,260.1,257.63,258.19,27237100.0
2024-12-27,255.59,258.7,253.06,257.83,42355300.0
2024-12-30,252.2,253.5,250.75,252.23,35557500.0
2024-12-31,250.42,253.28,249.43,252.44,39480700.0
