Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2023-03-07,150.25143432617188,152.6598107789335,149.78561404449275,152.33274450947457,56182000
2023-03-08,151.51014709472656,152.10481587149795,150.47940502111874,151.45068324166047,47204800
2023-03-09,149.25039672851562,153.16525578913198,148.89359856645896,152.19397778472012,53833600
2023-03-10,147.17901611328125,149.59731347786158,146.29693372600934,148.8738114378205,68572400
2023-03-13,149.13148498535156,151.77773200211703,146.38612147623616,146.49514356859967,84457100
2023-03-14,151.2326202392578,152.03541240200406,148.76477990534212,149.9342758651321,73695900
2023-03-15,151.62908935546875,151.8867710921409,148.58639115184846,149.8450981548978,77167900
2023-03-16,154.46365356445312,155.06822795817413,150.29109666302523,150.80647527481747,76161100
2023-03-17,153.62120056152344,155.34572787019124,152.90760409745778,154.69159525762194,98944600
2023-03-20,155.99981689453125,156.41609402515743,152.77872779308782,153.69055709316683,73641400
2023-03-21,157.8631134033203,157.98204109629864,155.14748180357108,155.9205571770909,73938300
2023-03-22,156.42601013183594,160.69766769977065,156.40618380927145,157.8829348177373,75701800
2023-03-23,157.51622009277344,160.11292398786247,156.2773395529773,157.41711872342182,67622100
2023-03-24,158.82447814941406,158.9136739147859,156.44583366784832,157.44684365525544,59196500
2023-03-27,156.8719940185547,159.33984927406593,156.4656376088627,158.5172308555622,52390300
2023-03-28,156.24758911132812,157.08012822891882,154.59244672109517,156.56474975099155,45992200
2023-03-29,159.33985900878906,159.61736703161768,157.93249257214313,157.95230377159302,51305700
2023-03-30,160.91571044921875,161.0247325377752,159.83541028637475,160.09309198521143,49501700
2023-03-31,163.43310546875,163.53222195551984,160.46971306479455,160.99499717395898,68749800
2023-04-03,164.69183349609375,164.81076119711048,162.759182739299,162.80874098907415,56976200
2023-04-04,164.15663146972656,165.35585936030904,163.6412529320187,165.1180039760234,46278300
2023-04-05,162.3032684326172,163.58180171406576,160.36071207007467,163.27456173694304,51511700
2023-04-06,163.1952362060547,163.49257051800222,160.55889516213182,160.9850627482506,45390100
2023-04-10,160.58863830566406,160.58863830566406,158.65598782749578,159.98406404089835,47716900
2023-04-11,159.36961364746094,160.91573431590425,159.08218486088444,160.90582871476735,47644200
2023-04-12,158.6758270263672,160.6183832614872,158.35866634623534,159.7858591607215,50133100
2023-04-13,164.0872344970703,164.32510498642847,159.98406307471902,160.19220164328894,68445600
2023-04-14,163.74038696289062,164.8405136022097,162.362752263478,163.12589186720774,49386500
2023-04-17,163.76019287109375,163.91877322117935,162.57087049156098,163.6214388455325,41516200
2023-04-18,164.98916625976562,165.9208069034402,164.17645331594588,164.6224624365103,49923000
2023-04-19,166.1388397216797,166.6641238574634,164.06741997841854,164.32511680785814,47720200
2023-04-20,165.16754150390625,166.37669007657564,164.08724134206236,164.61252546197005,52456400
2023-04-21,163.55206298828125,164.9693351136413,163.0267788318698,163.58179491237593,58337300
2023-04-24,163.85928344726562,164.12688585531714,162.43209076839383,163.53221719810315,41949600
2023-04-25,162.31317138671875,164.83056990181737,162.27351874191552,163.72053781617427,48714100
2023-04-26,162.3032684326172,163.80975151595447,161.3518165759181,161.6094983031377,45498800
2023-04-27,166.91189575195312,167.0605553628374,163.7205383718447,163.7205383718447,64902300
2023-04-28,168.17059326171875,168.3390943239458,166.3866173772678,166.99119168750394,55209200
2023-05-01,168.08140563964844,168.93375609993646,167.13985940542491,167.77416566961222,52472900
2023-05-02,167.04074096679688,168.8346527635164,166.0496364953305,168.57695592218053,48425700
2023-05-03,165.96043395996094,169.39956754565748,165.67302032909086,167.99220106828838,65136000
2023-05-04,164.31520080566406,165.5540813733989,162.84837044792107,163.42321284611648,81235400
2023-05-05,172.02601623535156,172.74951828972897,169.24099987223252,169.45904407323195,113316400
2023-05-08,171.9566192626953,172.30351186374347,170.57898470464832,170.94568850577377,55962800
2023-05-09,170.2420196533203,171.99626368287582,170.0735337075861,171.51063216959898,45326900
2023-05-10,172.01608276367188,172.48190305646256,170.3708457773496,171.48089302464294,53724500
2023-05-11,172.20440673828125,173.0369308880872,170.63845981475797,172.30352323742437,49514700
2023-05-12,171.271484375,172.7502630057861,169.71329075220336,172.31357141356355,45497800
2023-05-15,170.7752227783203,171.9066439525377,170.17973157337624,171.85701716146394,37266700
2023-05-16,170.7752227783203,171.83716341624037,170.50725022169846,170.69582294139641,42110300
2023-05-17,171.3905792236328,171.62876362745493,169.13765582565435,170.41795757208934,57951600
2023-05-18,173.73281860351562,173.92139134908305,171.28140319908402,171.69824104214084,65496700
2023-05-19,173.8419952392578,175.06273574474233,173.62364943906087,175.06273574474233,55772400
2023-05-22,172.88919067382812,173.3953627585547,172.14483421414405,172.67084490080313,43570900
2023-05-23,170.26907348632812,172.07538594402806,169.99118159190851,171.8272670994411,50747300
2023-05-24,170.54696655273438,171.1226040934086,169.2369069191782,169.8026100138583,45143500
2023-05-25,171.68832397460938,172.5914650743336,170.39810293275275,171.11268642842802,56058300
2023-05-26,174.10995483398438,174.4474079846001,171.80741974539387,172.0158462459514,54835000
2023-05-30,175.96588134765625,177.64316710040904,175.24137858755796,175.62844336557998,55964400
2023-05-31,175.916259765625,178.00046410534546,175.4299413812976,175.99565961269718,99625300
2023-06-01,178.73487854003906,178.76465158842046,175.59865286277548,176.3628631071657,68901800
2023-06-02,179.58840942382812,180.41216577183522,177.91112367918484,179.6678092681631,61945900
2023-06-05,178.2287139892578,183.55830143833987,176.70029356551757,181.25576664565278,121946500
2023-06-06,177.86151123046875,178.76465227479207,176.09489120388227,178.61578703231345,64848400
2023-06-07,176.4819793701172,179.84647030311896,175.9857416800345,177.09730925974853,61944600
2023-06-08,179.21128845214844,179.4792459038042,176.1246893833045,176.5613658339937,50214900
2023-06-09,179.5983428955078,180.85877566456503,179.2708242183914,180.13427291189814,48870700
2023-06-12,182.40701293945312,182.50626651845295,179.60824071050394,179.9059863035334,54274900
2023-06-13,181.93064880371094,182.7643244394129,181.06720011987474,181.42449184145724,54929100
2023-06-14,182.5658416748047,183.00253326157815,180.6503714756975,181.9902041416917,57462900
2023-06-15,184.6103515625,185.11652373019436,182.39713556657819,182.57578902105072,65433200
2023-06-16,183.5285186767578,185.58294968273705,182.88341583146294,185.3248964294429,101235600
2023-06-20,183.6178436279297,184.69965317797735,183.02236755433236,183.02236755433236,49799100
2023-06-21,182.5757598876953,184.01484602054117,181.21605845086614,183.50867393361597,49515700
2023-06-22,185.59288024902344,185.64250704259015,182.28793569790065,182.35741623768828,51245300
2023-06-23,185.27528381347656,186.14866693334577,183.61785186115858,184.1537970097952,53079300
2023-06-26,183.87591552734375,186.6349958367303,183.83620803203,185.42417467718977,48088700
2023-06-27,186.64491271972656,186.9724314039452,184.2728972285419,184.491243018021,50730800
2023-06-28,187.82595825195312,188.47106116590345,186.18837999717346,186.5158835329519,51216800
2023-06-29,188.1633758544922,188.63977487015424,187.51827301040888,187.65721893731777,46347300
2023-06-30,192.5104522705078,193.01660926668555,189.82083730500045,190.18806349655458,85069600
2023-07-03,191.01182556152344,192.42113883743698,190.31708065392723,192.3218852380738,31458200
2023-07-05,189.8903045654297,191.5278827838796,189.18564042572623,190.12850409377413,46920300
2023-07-06,190.36668395996094,190.57511043531196,187.77632283358471,188.4115064167895,45094300
2023-07-07,189.24517822265625,191.2202094723073,188.80850182246542,189.96969607727493,46778000
2023-07-10,187.1907958984375,188.56041687039792,185.63260216726823,187.83589888565078,59922200
2023-07-11,186.66477966308594,187.87560089253174,185.1959202750924,187.7366549388563,46638100
2023-07-12,188.342041015625,190.2575110663078,187.05182010303508,188.25270672963643,60750200
2023-07-13,189.1062469482422,189.75136501356704,188.35197113238655,189.06655459750118,41342300
2023-07-14,189.25511169433594,189.74141488458457,188.20309033097672,188.79856640670437,41573900
2023-07-17,192.53030395507812,192.85782264696726,190.36669975701497,190.4560189064468,50520200
2023-07-18,192.27223205566406,192.86772328218646,190.97209185986017,191.89510174657278,48353800
2023-07-19,193.6319580078125,196.73839573453523,191.20038114492507,191.64700719335607,80507300
2023-07-20,191.6767578125,194.9916216501567,191.05149353304836,193.6220009023945,59581200
2023-07-21,190.4957275390625,193.50292673966078,189.79106335340356,192.6394780020551,71917800
2023-07-24,191.2996368408203,193.44338737849276,190.80339913176502,191.95467425132685,45377800
2023-07-25,192.16307067871094,192.97690772743897,191.468340968804,191.87525949316802,37283200
2023-07-26,193.0364532470703,194.16787452666702,191.86533961729995,192.21269689922778,47471900
2023-07-27,191.76608276367188,195.71613030152758,191.10112611577952,194.54501669167968,47460200
2023-07-28,194.3564453125,195.15042860374737,192.6791595850325,193.20517029738988,48291400
2023-07-31,194.97177124023438,195.01147873318087,193.79072320060368,194.58470647584855,38824100
2023-08-01,194.13809204101562,195.24965951950642,193.81057337810935,194.76335631965225,35175100
2023-08-02,191.13088989257812,193.7113165160086,190.4063871835963,193.57237058354673,50389300
2023-08-03,189.7314910888672,190.9224583560786,189.2551072107767,190.12849027391795,61235200
2023-08-04,180.62060546875,185.97004732736383,180.5511249208849,184.12404245746146,115799700
2023-08-07,177.5042266845703,181.75202007346337,176.01551362367866,180.7595446995356,97576100
2023-08-08,178.44705200195312,178.9135165784173,176.2437557474966,178.33787911929193,67823000
2023-08-09,176.84918212890625,179.568554851008,175.67805336031552,179.50900875402357,60378500
2023-08-10,176.63082885742188,179.38990895654987,176.26361784560095,178.12946109590703,54686900
2023-08-11,176.6904754638672,177.5153442624666,175.458153778981,176.2233960656567,51988100
2023-08-14,178.35015869140625,178.57873203906215,176.2134459995229,176.86936795132465,43675600
2023-08-15,176.35255432128906,178.36999853743362,175.9550341940922,177.77371834663836,43622600
2023-08-16,175.47802734375,177.43583011971523,175.4084529729965,176.0345616520876,46964900
2023-08-17,172.92388916015625,176.41217594781634,172.40710087754795,176.04446908210178,66062900
2023-08-18,173.410888671875,174.0171167915457,170.8965364290824,171.23443009200113,61114200
2023-08-21,174.7525177001953,175.0407326935708,172.66551420323125,173.98729066685254,46311900
2023-08-22,176.13392639160156,176.58114035802282,175.15999139470742,175.96497956715007,42084200
2023-08-23,179.9998779296875,180.4272265262981,177.2271390578494,177.41596644953157,52722800
2023-08-24,175.2891845703125,179.97999499237613,174.92146251967202,179.55264643742132,54945800
2023-08-25,177.50540161132812,178.04205535297126,174.73266281139772,176.28301269216934,51449600
2023-08-28,179.07562255859375,179.4731427043403,177.4457656979585,178.97623493994635,43820700
2023-08-29,182.98130798339844,183.75648287285222,178.38988515133815,178.5886452216866,53003900
2023-08-30,186.489501953125,186.6882772160455,183.5975099164829,183.7962700149799,60813900
2023-08-31,186.7081298828125,187.95039936926207,186.3205424096171,186.6783166282915,60794500
2023-09-01,188.28829956054688,188.7454462185212,187.1155893336136,188.31811281370076,45732600
2023-09-05,188.5268096923828,188.8050768374951,186.44973880050088,187.11559340947835,45280000
2023-09-06,181.77880859375,187.68207547486304,180.34771175415628,187.23484633917346,81755800
2023-09-07,176.46188354492188,177.10787273977496,172.46674085776903,174.0965977246818,112488800
2023-09-08,177.0780487060547,179.12532149203676,176.6904612453168,177.24701069547294,65551300
2023-09-11,178.25074768066406,179.18493667169957,176.24323613595504,178.9563633540274,58953100
2023-09-12,175.20968627929688,179.0160016942275,173.73884349638047,178.37996034233754,90370200
2023-09-13,173.1326141357422,176.20350055461225,172.9040256402011,175.41837777577814,84267900
2023-09-14,174.6531524658203,175.0109266750055,172.5065072107091,172.92390792735483,60895800
2023-09-15,173.92764282226562,175.40843335624928,172.74501513151833,175.38855280048267,109205100
2023-09-18,176.86935424804688,178.27063780985006,175.08048322919404,175.38856362269223,67257600
2023-09-19,177.96253967285156,178.51907389780135,176.03453527611808,176.42212269452386,51826900
2023-09-20,174.40467834472656,178.58863288671643,174.31522342949023,178.15135166349975,58436200
2023-09-21,172.85433959960938,175.20969287756472,172.78478039328195,173.47051558188582,63047900
2023-09-22,173.70901489257812,175.98486101486026,172.97360108411723,173.58976187810813,56725400
2023-09-25,174.9910430908203,175.87553831983675,173.07297120229282,173.12266501245767,46172700
2023-09-26,170.89651489257812,174.1164673101307,170.59836721869567,173.73882774333887,64588900
2023-09-27,169.3759765625,171.9698357492923,168.00452141810098,171.5524350388733,66921800
2023-09-28,169.63436889648438,170.96607801740788,166.58334805459177,168.2927119154032,56294400
2023-09-29,170.15115356445312,171.9996509482002,169.28652379235777,170.95614167013932,51814200
2023-10-02,172.67544555664062,173.22204712222216,169.87287852825236,170.16109351938684,52164500
2023-10-03,171.3337860107422,172.55618999324432,169.76357086656446,171.19465244741932,49594600
2023-10-04,172.5860137939453,173.13261538484517,169.91264751116213,170.03190052575047,53020300
2023-10-05,173.8282928466797,174.36494660639528,171.61207310700374,172.71520904615178,48527900
2023-10-06,176.39231872558594,176.88922647606876,172.10896117831024,172.72513710071527,57224100
2023-10-09,177.88302612304688,177.94265262148318,174.7127525312126,175.71650063853636,42390800
2023-10-10,177.28677368164062,178.6085503194853,176.8494923681373,176.99857381469894,43698000
2023-10-11,178.6880340576172,178.7377278666485,176.50164294003199,177.09792315514355,47551100
2023-10-12,179.59242248535156,181.21233159015208,177.9327371003315,178.95638111240146,56743100
2023-10-13,177.74392700195312,180.80486572035005,177.03831125012886,180.29802522104373,51427100
2023-10-16,177.61473083496094,177.97250506879755,175.41839161749283,175.6569128281916,52517000
2023-10-17,176.05441284179688,177.31656279493396,173.71895547455762,175.55750508309643,57549400
2023-10-18,174.7525177001953,176.48176216718392,174.027036615376,174.4941311237392,54764400
2023-10-19,174.3748779296875,176.74014855708347,174.10654349306773,174.9512775869872,59302900
2023-10-20,171.8108367919922,174.3351216115833,171.57231560127875,174.2258012947257,64189300
2023-10-23,171.9300994873047,172.93384778812512,168.87907830418513,169.85302851446286,55980100
2023-10-24,172.3673858642578,172.59595921387623,170.38968729481687,171.97979837385134,43816600
2023-10-25,170.04185485839844,171.98972493811345,169.59462570782657,170.81702981156988,57157000
2023-10-26,165.85787963867188,170.32011700092076,164.64542343181446,169.31635357139493,70625300
2023-10-27,167.1796417236328,167.9150706400693,165.79823880916834,165.87774586751993,58499100
2023-10-30,169.23683166503906,170.11139414133623,167.82561550110003,167.97469692197112,51131000
2023-10-31,169.71388244628906,169.8430681534906,166.86162156099337,168.30266621223763,44846000
2023-11-01,172.89410400390625,173.15249060498644,169.0679078148722,169.94247040994804,56934900
2023-11-02,176.47183227539062,176.68052504619254,174.37488088465793,174.43450739060134,77334800
2023-11-03,175.55752563476562,175.7264876371941,172.27794617495533,173.16244148240884,79763700
2023-11-06,178.12155151367188,178.32031158491046,175.12023955979996,175.28918637857382,63841300
2023-11-07,180.695556640625,181.31171744967662,177.8631761623555,178.07186894277902,70530000
2023-11-08,181.75892639160156,182.31546067653568,180.466963136192,181.22227266382137,49340300
2023-11-09,181.28189086914062,182.9813068996389,180.68559549720575,181.8284924326774,53763500
2023-11-10,185.49127197265625,185.66045656490678,182.63526841968368,183.07312579736603,66133400
2023-11-13,183.89906311035156,185.12306234297503,183.31194313207843,184.91409464160964,43627500
2023-11-14,186.5261993408203,187.1929311504176,185.3917576494399,186.78492632853875,60108400
2023-11-15,187.0934295654297,188.57617115328318,186.86455508690236,186.93422111937653,53790500
2023-11-16,188.78512573242188,190.02903168790186,187.7302807272798,188.64580887278407,54412900
2023-11-17,188.76524353027344,189.45188213648447,187.65070850825023,189.32251104128505,50922700
2023-11-20,190.5166473388672,190.97441144582112,188.9543092379418,188.96425501994514,46505100
2023-11-21,189.71060180664062,190.586316538311,188.8149955106325,190.47685219685218,38134500
2023-11-22,190.37733459472656,191.98943200940647,189.89967891341405,190.55646496546896,39617700
2023-11-24,189.04388427734375,189.96934317427198,188.32739311257288,189.93949064110666,24048300
2023-11-27,188.86474609375,189.74046085550287,187.9790855494866,188.994117188391,40552600
2023-11-28,189.47177124023438,190.14846405510127,188.47664635938358,188.85479867311508,38415400
2023-11-29,188.44679260253906,191.15353347560767,188.04874872654685,189.96933244559008,43014200
2023-11-30,189.02395629882812,189.39216280718497,187.27254208408095,188.91449196138143,48794400
2023-12-01,190.30767822265625,190.6261102728152,188.3074675935333,189.40211098182942,45679300
2023-12-04,188.50650024414062,189.12348800008925,186.53615721754525,189.05382196941733,43389500
2023-12-05,192.47703552246094,193.45225356737393,189.25282572872496,189.28269344214408,66628400
2023-12-06,191.38241577148438,193.81050761672594,191.17343287476277,193.50202134703213,41089700
2023-12-07,193.32290649414062,194.0493433741143,192.64621370853777,192.68602720531442,47477700
2023-12-08,194.75587463378906,195.0345083535154,192.72581160789824,193.25322651912307,53377300
2023-12-11,192.2382049560547,192.54670640437527,190.48679074363935,192.16855411471755,60943700
2023-12-12,193.76077270507812,193.77071848752672,190.7853438376791,192.13871428631938,52696900
2023-12-13,196.9949188232422,197.03471713546693,193.90007998207173,194.13890022421998,70404200
2023-12-14,197.14418029785156,198.64681332186495,195.20368991997998,197.05462270758053,66831600
2023-12-15,196.60682678222656,197.4327670575499,196.0395983209077,196.5670132843794,128256700
2023-12-18,194.93499755859375,195.6713953811102,193.44231035021684,195.13401948283078,55751900
2023-12-19,195.9799041748047,195.98984995762027,194.93501997192175,195.20370795195478,40714100
2023-12-20,193.88018798828125,196.71628487042167,193.88018798828125,195.94008865557052,52242800
2023-12-21,193.7308807373047,196.11918926884985,192.55664081053737,195.14397125694492,46482500
2023-12-22,192.6561737060547,194.45734722393942,192.02924020237552,194.22845757962483,37122800
2023-12-26,192.10885620117188,192.94475743470915,191.88992751842636,192.66612369019674,28919300
2023-12-27,192.2083740234375,192.55667382245832,190.15841909855277,191.55160311023462,48087700
2023-12-28,192.6362762451172,193.71101293849657,192.22827139973785,193.1935437488545,34049900
2023-12-29,191.59136962890625,193.45224807887718,190.79526678069877,192.95468569679736,42628800
2024-01-02,184.7349853515625,187.52133810124718,182.9935167810597,186.23761848029775,82488700
2024-01-03,183.35174560546875,184.973803899141,182.53573597559208,183.32189307602442,58414500
2024-01-04,181.02316284179688,182.19740286158623,179.99818547387906,181.26198308479132,71983600
2024-01-05,180.2967071533203,181.8690061871609,179.29163655398915,181.10277101042314,62303300
2024-01-08,184.65536499023438,184.6951784875532,180.6151605231867,181.20228054123743,59144500
2024-01-09,184.23741149902344,184.24735728099782,181.83915700040632,183.02335798455337,42841800
2024-01-10,185.2823028564453,185.49127057687537,183.02336513916433,183.45127673118873,46792900
2024-01-11,184.68521118164062,186.13810009590225,182.7248140769861,185.63057672110963,49128400
2024-01-12,185.0135955810547,185.82960518169298,184.2871587499394,185.1529124416028,40444700
2024-01-16,182.73477172851562,183.361690026594,180.04792262326768,181.27193705900044,65603000
2024-01-17,181.78939819335938,182.03817940296344,179.42101140332082,180.38628371133655,47317400
2024-01-18,187.7104034423828,188.21791164443712,184.9240508532924,185.18277784532793,78005800
2024-01-19,190.62611389160156,191.01421197583775,187.89948151982946,188.4069897270921,68741000
2024-01-22,192.9447479248047,194.37773007418247,191.3226896328841,191.36250312836654,60133900
2024-01-23,194.22845458984375,194.79568302432682,192.8850451968675,194.06924615918857,42355600
2024-01-24,193.55177307128906,195.42261254918643,193.39254945946814,194.4672860626603,53631300
2024-01-25,193.22340393066406,195.31317233681816,192.1685739447696,194.2682881337411,54822100
2024-01-26,191.48193359375,193.81052224173547,191.0042778879994,193.3229207532571,44594000
2024-01-29,190.7952880859375,191.2629979920715,188.65577567784422,191.07392183626405,47145600
2024-01-30,187.12326049804688,190.86493945980703,186.55604725857967,190.00913152540437,55859400
2024-01-31,183.5010223388672,186.18787167030365,183.45127824224116,186.12815142243116,55467800
2024-02-01,185.94903564453125,186.03859323945602,182.9238626911125,183.09303209854838,64885400
2024-02-02,184.94395446777344,186.41673495449575,178.3761245608121,178.9831513103476,102518000
2024-02-05,186.76502990722656,188.3273832549743,184.9340037750539,187.23273981487074,69668800
2024-02-06,188.37713623046875,188.38708201253658,185.8594715869018,185.94902917871246,43490800
2024-02-07,188.48660278320312,190.118606941087,187.69049986083044,189.71060210551596,53439000
2024-02-08,187.40191650390625,188.6159548348253,186.4366441977198,188.46669218310572,40962000
2024-02-09,188.16912841796875,189.30501766665418,187.32218691688763,187.96983733269659,45155200
2024-02-12,186.4752655029297,187.9897897322466,186.1165627960856,187.7406910525987,41781900
2024-02-13,184.37286376953125,185.53865891732192,182.84838113476025,185.10024282819998,56529500
2024-02-14,183.48606872558594,184.8610982078661,181.78224238811126,184.6518638454696,54630500
2024-02-15,183.19712829589844,183.82486181575325,180.69618309757163,182.88824837462906,65434500
2024-02-16,181.65269470214844,184.18354546694673,181.0150027746939,182.75869330174024,49701400
2024-02-20,180.90541076660156,181.77226924950583,179.3510375405212,181.134577279735,53665600
2024-02-21,181.66268920898438,182.23062628266825,180.00867035619171,181.28405435734408,41529700
2024-02-22,183.70529174804688,184.29317619439553,181.80218936609842,182.81850104532418,52292200
2024-02-23,181.86195373535156,184.37285727847149,181.57299077597804,184.3429666556088,45119700
2024-02-26,180.50685119628906,182.10107345002203,179.99868021477354,181.5829591995408,40867400
2024-02-27,181.9715576171875,183.25690001064538,178.9126187804792,180.4470750372319,54318900
2024-02-28,180.76593017578125,182.45979817680953,179.48058766314844,181.85199678307725,48953900
2024-02-29,180.0983428955078,181.91178855608587,178.88274013933005,180.61647239906964,136682600
2024-03-01,179.01226806640625,179.87912655443867,176.74048946042234,178.9026640457765,73488000
2024-03-04,174.46871948242188,176.26221779411006,173.1634296435442,175.5149217629811,81510100
2024-03-05,169.50665283203125,171.4197287337638,169.00845550750375,170.14434479927544,95132400
2024-03-06,168.51025390625,170.6226208472031,168.0718378391885,170.44326190896186,68587700
2024-03-07,168.39068603515625,170.1144444221278,167.88253026663398,168.5401391424349,71765100
2024-03-08,170.1144561767578,173.0737495355564,168.33091642363513,168.39069767067738,76114600
2024-03-11,172.12718200683594,173.75131021022753,171.42970876738985,172.31649942978052,60139500
2024-03-12,172.60543823242188,173.40255698056936,170.39344092810595,172.52572483722957,59825400
2024-03-13,170.51303100585938,172.56560166885345,170.14435462584885,172.14711771653415,52488700
2024-03-14,172.37628173828125,173.68155635236576,171.4297098215142,172.286609864896,72913500
2024-03-15,171.9976348876953,171.9976348876953,169.67603359258842,170.55286572568298,121664700
2024-03-18,173.09368896484375,177.06930930187292,172.89441306506424,174.93702524630143,75604200
2024-03-19,175.44517517089844,175.9732631292534,172.40616838919217,173.71144297319321,55215200
2024-03-20,178.0258331298828,178.0258331298828,174.45873840154812,175.08647190626633,53423100
2024-03-21,170.75213623046875,176.85008146724155,170.2240483134294,176.41166541450514,106181300
2024-03-22,171.65887451171875,172.42610267352754,169.44687710249696,171.14074502028382,71106600
2024-03-25,170.23403930664062,171.32010587263267,168.83907761478048,169.9550500090239,54288300
2024-03-26,169.09814453125,170.80197088667242,168.96860836017046,169.38709229314748,57388400
2024-03-27,172.68516540527344,172.97412838637234,169.4967053620682,169.79562681694486,60273300
2024-03-28,170.86175537109375,171.60905138066403,169.8952513157474,171.1307861915964,65672700
2024-04-01,169.41697692871094,170.63257958791667,168.86895684402387,170.5727983430009,46240500
2024-04-02,168.2312774658203,168.72947481572177,167.62347609078947,168.47041766713258,49329500
2024-04-03,169.03834533691406,170.0646306043195,167.97221097339488,168.1814453345995,47691700
2024-04-04,168.2113494873047,171.30016373186453,168.2113494873047,169.676035612487,53704400
2024-04-05,168.96861267089844,169.77568993392828,168.3408791535302,168.97857114439864,42055200
2024-04-08,167.84268188476562,168.58997789957206,167.6334475147346,168.42059262733576,37425500
2024-04-09,169.05828857421875,169.46681405411152,167.7430554633485,168.09178448948546,42451200
2024-04-10,167.17510986328125,168.48038455258805,166.5075272055357,168.1914367648804,49709300
2024-04-11,174.40892028808594,174.8274194382653,167.55373514215378,167.73307888899373,91070300
2024-04-12,175.91348266601562,177.71695459263955,173.58192277868224,173.63173034934167,101593300
2024-04-15,172.0673828125,175.9931798985106,171.8780654093003,174.7277545222084,73531800
2024-04-16,168.76934814453125,173.13354682452112,167.6633493604441,171.13079884415893,73711200
2024-04-17,167.39430236816406,170.0347421275801,167.39430236816406,168.99849837401,50901200
